Rk,Player,Squad,Age,Weekly Wages,Annual Wages
494,Phil Ofosu-Ayeh,Wolves,28,£ 7115 (€ 8486 $8647),£ 370000 (€ 441249 $449632)
495,Konstantinos Mavropanos,Arsenal,21,£ 6923 (€ 8256 $8413),£ 360000 (€ 429323 $437480)
496,David McGoldrick,Sheffield Utd,31,£ 6923 (€ 8256 $8413),£ 360000 (€ 429323 $437480)
497,Stephen Henderson,Crystal Palace,31,£ 6923 (€ 8256 $8413),£ 360000 (€ 429323 $437480)
498,Aaron Ramsdale,Bournemouth,21,£ 6923 (€ 8256 $8413),£ 360000 (€ 429323 $437480)
499,Teemu Pukki,Norwich City,29,£ 5962 (€ 7110 $7245),£ 310000 (€ 369695 $376719)
500,Jordan Graham,Wolves,24,£ 5962 (€ 7110 $7245),£ 310000 (€ 369695 $376719)
501,Caoimhín Kelleher,Liverpool,20,£ 5962 (€ 7110 $7245),£ 310000 (€ 369695 $376719)
502,Chris Basham,Sheffield Utd,31,£ 5577 (€ 6651 $6777),£ 290000 (€ 345844 $352414)
503,Sam Surridge,Bournemouth,21,£ 5385 (€ 6422 $6544),£ 280000 (€ 333918 $340262)
504,Ben Godfrey,Norwich City,21,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
505,Jamal Lewis,Norwich City,21,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
506,Max Aarons,Norwich City,19,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
507,Callum Robinson,Sheffield Utd,24,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
508,Jack Rodwell,Sheffield Utd,28,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
509,Simon Moore,Sheffield Utd,29,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
510,Filip Stuparević,Watford,19,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
511,Tom Dele-Bashiru,Watford,19,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
512,Oliver Skipp,Tottenham,18,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
513,Mark Travers,Bournemouth,20,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
514,Keinan Davis,Aston Villa,21,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
515,Renat Dadaşov,Wolves,20,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
516,Adam Legzdins,Burnley,33,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
517,Fikayo Tomori,Chelsea,21,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
518,Reece James,Chelsea,19,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
519,Tariq Lamptey,Brighton,18,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
520,Andy Lonergan,Liverpool,35,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
521,Kieron Freeman,Sheffield Utd,27,£ 4423 (€ 5275 $5375),£ 230000 (€ 274290 $279501)
522,Dennis Srbeny,Norwich City,25,£ 4038 (€ 4816 $4908),£ 210000 (€ 250439 $255196)
523,Ben Osborn,Sheffield Utd,24,£ 4038 (€ 4816 $4908),£ 210000 (€ 250439 $255196)
524,Enda Stevens,Sheffield Utd,29,£ 4038 (€ 4816 $4908),£ 210000 (€ 250439 $255196)
525,George Baldock,Sheffield Utd,26,£ 4038 (€ 4816 $4908),£ 210000 (€ 250439 $255196)
526,George Baldock,Sheffield Utd,26,£ 4038 (€ 4816 $4908),£ 210000 (€ 250439 $255196)
527,John Lundstram,Sheffield Utd,25,£ 4038 (€ 4816 $4908),£ 210000 (€ 250439 $255196)
528,Kean Bryan,Sheffield Utd,22,£ 3077 (€ 3669 $3739),£ 160000 (€ 190810 $194435)
529,Jorge Segura,Watford,23,£ 3077 (€ 3669 $3739),£ 160000 (€ 190810 $194435)
530,Pontus Dahlberg,Watford,20,£ 3077 (€ 3669 $3739),£ 160000 (€ 190810 $194435)
531,Jack Simpson,Bournemouth,23,£ 3077 (€ 3669 $3739),£ 160000 (€ 190810 $194435)
532,Kyle Taylor,Bournemouth,20,£ 3077 (€ 3669 $3739),£ 160000 (€ 190810 $194435)
533,Declan Rice,West Ham,20,£ 3077 (€ 3669 $3739),£ 160000 (€ 190810 $194435)
534,Daniel Bachmann,Watford,25,£ 2500 (€ 2981 $3038),£ 130000 (€ 155033 $157979)
535,Bright Enobakhare,Wolves,21,£ 2500 (€ 2981 $3038),£ 130000 (€ 155033 $157979)
536,Harry Burgoyne,Wolves,22,£ 2500 (€ 2981 $3038),£ 130000 (€ 155033 $157979)
537,George Thomas,Leicester City,22,£ 2500 (€ 2981 $3038),£ 130000 (€ 155033 $157979)
538,Jamie Sterry,Newcastle Utd,24,£ 2115 (€ 2523 $2571),£ 110000 (€ 131182 $133674)
539,Jamie Cumming,Chelsea,20,£ 2115 (€ 2523 $2571),£ 110000 (€ 131182 $133674)
540,Yan Valery,Southampton,20,£ 1923 (€ 2293 $2337),£ 100000 (€ 119256 $121522)
541,Todd Cantwell,Norwich City,21,£ 1538 (€ 1835 $1870),£ 80000 (€ 95405 $97218)
542,Morgan Gibbs-White,Wolves,19,£ 1538 (€ 1835 $1870),£ 80000 (€ 95405 $97218)
543,Ming-yang Yang,Wolves,24,£ 1346 (€ 1605 $1636),£ 70000 (€ 83480 $85065)
544,Matija Šarkić,Aston Villa,22,£ 962 (€ 1147 $1168),£ 50000 (€ 59628 $60761)
545,Enzo Loiodice,Wolves,19,£ 962 (€ 1147 $1168),£ 50000 (€ 59628 $60761)
546,Max Kilman,Wolves,22,£ 962 (€ 1147 $1168),£ 50000 (€ 59628 $60761)
547,Matthew Longstaff,Newcastle Utd,19,£ 769 (€ 917 $935),£ 40000 (€ 47703 $48609)
548,Sean Longstaff,Newcastle Utd,21,£ 769 (€ 917 $935),£ 40000 (€ 47703 $48609)
549,Michael Obafemi,Southampton,19,£ 577 (€ 688 $701),£ 30000 (€ 35777 $36457)
550,Dion-Curtis Henry,Crystal Palace,21,£ 577 (€ 688 $701),£ 30000 (€ 35777 $36457)
551,Dwight McNeil,Burnley,19,£ 577 (€ 688 $701),£ 30000 (€ 35777 $36457)
552,Andrew Crofts,Brighton,35,£ 577 (€ 688 $701),£ 30000 (€ 35777 $36457)
