Rk,Player,Squad,Age,Weekly Wages,Annual Wages
492,Conor Townsend,West Brom,27,£ 11500 (€ 13715 $13975),£ 598000 (€ 713154 $726702)
493,Matt Macey,Arsenal,25,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
494,Chris Basham,Sheffield Utd,32,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
495,Jack O'Connell,Sheffield Utd,26,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
496,Rekeem Harper,West Brom,20,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
497,Harvey Barnes,Leicester City,22,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
498,Jakub Moder,Brighton,21,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
499,Anthony Gordon,Everton,19,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
500,Stefan Johansen,Fulham,29,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
501,Thomas Doyle,Manchester City,18,£ 10000 (€ 11926 $12152),£ 520000 (€ 620134 $631915)
502,Joe Gelhardt,Leeds United,18,£ 9750 (€ 11628 $11848),£ 507000 (€ 604630 $616117)
503,Denis Odoi,Fulham,32,£ 8900 (€ 10614 $10815),£ 462800 (€ 551919 $562404)
504,Ian Carlo Poveda,Leeds United,20,£ 8250 (€ 9839 $10026),£ 429000 (€ 511610 $521330)
505,John Fleck,Sheffield Utd,28,£ 8077 (€ 9632 $9815),£ 420000 (€ 500877 $510393)
506,Jed Steer,Aston Villa,27,£ 8077 (€ 9632 $9815),£ 420000 (€ 500877 $510393)
507,Kortney Hause,Aston Villa,25,£ 8077 (€ 9632 $9815),£ 420000 (€ 500877 $510393)
508,Beni Baningime,Everton,22,£ 8077 (€ 9632 $9815),£ 420000 (€ 500877 $510393)
509,Luke Ayling,Leeds United,28,£ 8000 (€ 9541 $9722),£ 416000 (€ 496107 $505532)
510,Stuart Dallas,Leeds United,29,£ 8000 (€ 9541 $9722),£ 416000 (€ 496107 $505532)
511,Sam Field,West Brom,22,£ 8000 (€ 9541 $9722),£ 416000 (€ 496107 $505532)
512,David Martin,West Ham,34,£ 8000 (€ 9541 $9722),£ 416000 (€ 496107 $505532)
513,Ezri Konsa,Aston Villa,22,£ 8000 (€ 9541 $9722),£ 416000 (€ 496107 $505532)
514,Christian Walton,Brighton,24,£ 8000 (€ 9541 $9722),£ 416000 (€ 496107 $505532)
515,Mateusz Klich,Leeds United,30,£ 7750 (€ 9242 $9418),£ 403000 (€ 480604 $489734)
516,Ethan Ampadu,Sheffield Utd,19,£ 7500 (€ 8944 $9114),£ 390000 (€ 465100 $473936)
517,John Egan,Sheffield Utd,27,£ 7500 (€ 8944 $9114),£ 390000 (€ 465100 $473936)
518,Carlos Vinícius,Tottenham,25,£ 7500 (€ 8944 $9114),£ 390000 (€ 465100 $473936)
519,Carlos Vinícius,Tottenham,25,£ 7500 (€ 8944 $9114),£ 390000 (€ 465100 $473936)
520,Jacob Ramsey,Aston Villa,19,£ 7500 (€ 8944 $9114),£ 390000 (€ 465100 $473936)
521,Hamza Choudhury,Leicester City,22,£ 7500 (€ 8944 $9114),£ 390000 (€ 465100 $473936)
522,Matthew Longstaff,Newcastle Utd,20,£ 7500 (€ 8944 $9114),£ 390000 (€ 465100 $473936)
523,João Virgínia,Everton,20,£ 7500 (€ 8944 $9114),£ 390000 (€ 465100 $473936)
524,Taylor Harwood-Bellis,Manchester City,18,£ 7500 (€ 8944 $9114),£ 390000 (€ 465100 $473936)
525,Pascal Struijk,Leeds United,20,£ 7115 (€ 8486 $8647),£ 370000 (€ 441249 $449632)
526,Stephen Henderson,Crystal Palace,32,£ 6923 (€ 8256 $8413),£ 360000 (€ 429323 $437480)
527,Liam Cooper,Leeds United,28,£ 6500 (€ 7752 $7899),£ 338000 (€ 403087 $410745)
528,Matheus Pereira,West Brom,24,£ 6000 (€ 7155 $7291),£ 312000 (€ 372080 $379149)
529,Caoimhín Kelleher,Liverpool,21,£ 5962 (€ 7110 $7245),£ 310000 (€ 369695 $376719)
530,Dejan Iliev,Arsenal,25,£ 5769 (€ 6880 $7011),£ 300000 (€ 357769 $364566)
531,Will Norris,Burnley,26,£ 5769 (€ 6880 $7011),£ 300000 (€ 357769 $364566)
532,Jonathan Bond,West Brom,27,£ 5500 (€ 6559 $6684),£ 286000 (€ 341074 $347553)
533,Jarrad Branthwaite,Everton,18,£ 5500 (€ 6559 $6684),£ 286000 (€ 341074 $347553)
534,Simon Moore,Sheffield Utd,30,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
535,Conor Gallagher,West Brom,20,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
536,Sepp van den Berg,Liverpool,18,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
537,Oskar Buur,Wolves,22,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
538,Dwight McNeil,Burnley,20,£ 5000 (€ 5963 $6076),£ 260000 (€ 310067 $315958)
539,Karlo Ziger,Chelsea,19,£ 4808 (€ 5733 $5842),£ 250000 (€ 298141 $303805)
540,Jake Vokins,Southampton,20,£ 4500 (€ 5367 $5469),£ 234000 (€ 279060 $284362)
541,Kalvin Phillips,Leeds United,24,£ 4500 (€ 5367 $5469),£ 234000 (€ 279060 $284362)
542,Rayan Aït Nouri,Wolves,19,£ 4500 (€ 5367 $5469),£ 234000 (€ 279060 $284362)
543,Mace Goodridge,Burnley,20,£ 4500 (€ 5367 $5469),£ 234000 (€ 279060 $284362)
544,Niels Nkounkou,Everton,19,£ 4500 (€ 5367 $5469),£ 234000 (€ 279060 $284362)
545,Marek Rodák,Fulham,23,£ 4500 (€ 5367 $5469),£ 234000 (€ 279060 $284362)
546,Ben Osborn,Sheffield Utd,25,£ 4038 (€ 4816 $4908),£ 210000 (€ 250439 $255196)
547,Enda Stevens,Sheffield Utd,30,£ 4038 (€ 4816 $4908),£ 210000 (€ 250439 $255196)
548,George Baldock,Sheffield Utd,27,£ 4038 (€ 4816 $4908),£ 210000 (€ 250439 $255196)
549,John Lundstram,Sheffield Utd,26,£ 4038 (€ 4816 $4908),£ 210000 (€ 250439 $255196)
550,Andy Lonergan,West Brom,36,£ 4038 (€ 4816 $4908),£ 210000 (€ 250439 $255196)
551,Ouasim Bouy,Leeds United,27,£ 4000 (€ 4770 $4861),£ 208000 (€ 248053 $252766)
552,Dara O'Shea,West Brom,21,£ 4000 (€ 4770 $4861),£ 208000 (€ 248053 $252766)
553,Tyler Roberts,Leeds United,21,£ 3500 (€ 4174 $4253),£ 182000 (€ 217047 $221170)
554,Robert Sánchez,Brighton,22,£ 3500 (€ 4174 $4253),£ 182000 (€ 217047 $221170)
555,Moisés Caicedo,Brighton,18,£ 3462 (€ 4128 $4207),£ 180000 (€ 214662 $218740)
556,Aaron Ramsdale,Sheffield Utd,22,£ 3077 (€ 3669 $3739),£ 160000 (€ 190810 $194435)
557,Kean Bryan,Sheffield Utd,23,£ 3077 (€ 3669 $3739),£ 160000 (€ 190810 $194435)
558,Declan Rice,West Ham,21,£ 3077 (€ 3669 $3739),£ 160000 (€ 190810 $194435)
559,Jimmy Dunne,Burnley,22,£ 3000 (€ 3578 $3646),£ 156000 (€ 186040 $189575)
560,Alfie Whiteman,Tottenham,22,£ 2500 (€ 2981 $3038),£ 130000 (€ 155033 $157979)
561,Sam Woods,Crystal Palace,21,£ 2500 (€ 2981 $3038),£ 130000 (€ 155033 $157979)
562,Yan Valery,Southampton,21,£ 1923 (€ 2293 $2337),£ 100000 (€ 119256 $121522)
563,Vitinha,Wolves,20,£ 1900 (€ 2266 $2309),£ 98800 (€ 117825 $120064)
564,Rhys Williams,Liverpool,19,£ 1538 (€ 1835 $1870),£ 80000 (€ 95405 $97218)
565,Kyron Gordon,Sheffield Utd,18,£ 1500 (€ 1789 $1823),£ 78000 (€ 93020 $94787)
566,Tyrick Mitchell,Crystal Palace,20,£ 1500 (€ 1789 $1823),£ 78000 (€ 93020 $94787)
567,Conor Shaughnessy,Leeds United,24,£ 1500 (€ 1789 $1823),£ 78000 (€ 93020 $94787)
568,Jamie Shackleton,Leeds United,20,£ 1500 (€ 1789 $1823),£ 78000 (€ 93020 $94787)
569,Kyle Edwards,West Brom,22,£ 1500 (€ 1789 $1823),£ 78000 (€ 93020 $94787)
570,Luke Matheson,Wolves,18,£ 1500 (€ 1789 $1823),£ 78000 (€ 93020 $94787)
571,Morgan Gibbs-White,Wolves,20,£ 1500 (€ 1789 $1823),£ 78000 (€ 93020 $94787)
572,Owen Otasowie,Wolves,19,£ 1500 (€ 1789 $1823),£ 78000 (€ 93020 $94787)
573,Luke Thomas,Leicester City,19,£ 1500 (€ 1789 $1823),£ 78000 (€ 93020 $94787)
574,Sylvester Jasper,Fulham,18,£ 1500 (€ 1789 $1823),£ 78000 (€ 93020 $94787)
575,Dan Nlundulu,Southampton,21,£ 1346 (€ 1605 $1636),£ 70000 (€ 83480 $85065)
576,Lukas Jensen,Burnley,21,£ 1250 (€ 1491 $1519),£ 65000 (€ 77517 $78989)
577,Richard Nartey,Burnley,21,£ 1250 (€ 1491 $1519),£ 65000 (€ 77517 $78989)
578,Oliver Casey,Leeds United,19,£ 1200 (€ 1431 $1458),£ 62400 (€ 74416 $75830)
579,Oliver Casey,Leeds United,19,£ 1192 (€ 1422 $1449),£ 62000 (€ 73939 $75344)
580,Elia Caprile,Leeds United,18,£ 1000 (€ 1193 $1215),£ 52000 (€ 62013 $63192)
581,Sean Longstaff,Newcastle Utd,22,£ 962 (€ 1147 $1168),£ 50000 (€ 59628 $60761)
582,Max Sanders,Brighton,21,£ 825 (€ 984 $1003),£ 42900 (€ 51161 $52133)
583,Bobby Thomas,Burnley,19,£ 750 (€ 894 $911),£ 39000 (€ 46510 $47394)
584,George Wickens,Fulham,18,£ 750 (€ 894 $911),£ 39000 (€ 46510 $47394)
585,Jay Stansfield,Fulham,17,£ 750 (€ 894 $911),£ 39000 (€ 46510 $47394)
586,Leif Davis,Leeds United,20,£ 596 (€ 711 $724),£ 31000 (€ 36970 $37672)
587,Zak Brunt,Sheffield Utd,18,£ 500 (€ 596 $608),£ 26000 (€ 31007 $31596)
588,Daniel Langley,Newcastle Utd,19,£ 500 (€ 596 $608),£ 26000 (€ 31007 $31596)
589,Brandon Pierrick,Crystal Palace,18,£ 481 (€ 573 $584),£ 25000 (€ 29814 $30381)
590,George Broadbent,Sheffield Utd,20,£ 450 (€ 537 $547),£ 23400 (€ 27906 $28436)
